FID,FRS_FACILI,REGISTRY_I,PRIMARY_NA,LOCATION_A,SUPPLEMENT,CITY_NAME,COUNTY_NAM,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NA,POSTAL_COD,FEDERAL_FA,FEDERAL_AG,TRIBAL_LAN,TRIBAL_L_1,CONGRESSIO,CENSUS_BLO,HUC_CODE,EPA_REGION,SITE_TYPE_,LOCATION_D,CREATE_DAT,UPDATE_DAT,US_MEXICO_,PGM_SYS_AC,INTEREST_T,NAICS_CODE,NAICS_CO_1,SIC_CODES,SIC_CODE_D,LATITUDE83,LONGITUDE8,CONVEYOR,COLLECT_DE,ACCURACY_V,REF_POINT_,HDATUM_DES,SOURCE_DES,POINT_X,POINT_Y
157,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013068054,110013068054.000000000000000,PRASA JAGUA CEIBA WTP,PR-386 KM 5.6 INTERIOR, ,PENUELAS,PENUELAS,72111,PR,PUERTO RICO,UNITED STATES,00624, , , , ,98,721117302001000.000000000000000,21010004,2,STATIONARY, ,30-OCT-2002 18:39:14,11-JAN-2016 16:42:58, ,"ICIS, NPDES, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, ICIS-NPDES NON-MAJOR",0, ,4941,WATER SUPPLY,18.067972000000001,-66.726111000000003,ICIS, ,0, ,NAD83, ,-66.726111000000003,18.067972000000001
158,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010613899,110010613899.000000000000000,SOPLAERA,PR-386 KM 5.5 BO JAGUAS SECTOR SOPLAERA, ,PENUELAS,PENUELAS,72111,PR,PUERTO RICO,UNITED STATES,00624, , , , ,98,721117302001000.000000000000000,21010004,2,STATIONARY, ,01-MAR-2000 00:00:00,03-MAY-2015 21:59:03, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION",0, , , ,18.099699999999999,-66.725092000000004,FRS,ADDRESS MATCHING-HOUSE NUMBER,150, ,NAD83, ,-66.725092000000004,18.099699999999999
159,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010615067,110010615067.000000000000000,BO SANTAS PASCUAS,HC 08 BOX 1191, ,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00731, , ,Yes, ,0,0.000000000000000,0,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 05:45:00, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
160,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048468369,110048468369.000000000000000,COTTO LAUREL - EXPERIMENTAL,PR-14 KM 8.2 INT., ,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00733, , , , ,98,721130719006000.000000000000000,21010004,2,STATIONARY, ,26-OCT-2012 13:48:48,28-JUN-2016 17:28:08, ,SFDW,WATER TREATMENT PLANT,0, , , ,17.996250000000000,-66.613630000000001,FRS-GEOCODE,ADDRESS MATCHING-BLOCK FACE,500,ENTRANCE POINT OF A FACILITY OR STATION,NAD83, ,-66.613630000000001,17.996250000000000
161,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050293142,110050293142.000000000000000,EL TESORO - EL TESORO,PR-139 KM 18,BO. MARAGUER SECTOR EL TESORO,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00731, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:58:37,28-JUN-2016 14:46:20, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
162,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009700519,110009700519.000000000000000,PRASA  HOGARES SEGUROS WTP,PR-143 KM 13.3, ,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00731, , , , ,98,721130726002000.000000000000000,21010004,2,STATIONARY, ,01-MAR-2000 00:00:00,28-JUN-2016 12:52:51, ,"ICIS, NPDES, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, ICIS-NPDES NON-MAJOR, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,18.153593000000001,-66.609356000000005,ICIS,INTERPOLATION-MAP,1030,CENTER OF A FACILITY OR STATION,NAD83, ,-66.609356000000005,18.153593000000001
163,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013055558,110013055558.000000000000000,SERVICIO DE AGUA,"STATE ROAD 505, KM. 7,8", ,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00736, , , , ,0,0.000000000000000,0,2,STATIONARY, ,30-OCT-2002 18:36:34,19-MAY-2015 03:49:32, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
164,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010711159,110010711159.000000000000000,TIBES (PRASA),PR-500 KM 12.3, ,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00731, , , , ,98,720019568002000.000000000000000,21010004,2,STATIONARY, ,01-MAR-2000 00:00:00,28-JUN-2016 17:10:23, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,18.146329999999999,-66.672672000000006,FRS,ADDRESS MATCHING-HOUSE NUMBER,150, ,NAD83, ,-66.672672000000006,18.146329999999999
165,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000557255,110000557255.000000000000000,GUAJATACA (QUEBRADILLAS) FILTRATION PLANT,PR-119 KM 19.2 BO GUAJATACA, ,QUEBRADILLAS,QUEBRADILLAS,72115,PR,PUERTO RICO,UNITED STATES,00678, , , , ,98,721153304002000.000000000000000,21010002,2,STATIONARY, ,01-MAR-2000 00:00:00,29-SEP-2016 11:34:33, ,"NPDES, RCRAINFO, SFDW","COMMUNITY WATER SYSTEM, ICIS-NPDES NON-MAJOR, UNSPECIFIED UNIVERSE",0, ,4941,WATER SUPPLY,18.401997999999999,-66.920423999999997,FRS,ADDRESS MATCHING-HOUSE NUMBER,150, ,NAD83, ,-66.920423999999997,18.401997999999999
166,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052201791,110052201791.000000000000000,EL YUNQUE - RIO ESPIRITU SANTO,PR-3 KM 26.2,ROAD 67 JUAN GONZALEZ,RIO GRANDE,RIO GRANDE,72119,PR,PUERTO RICO,UNITED STATES,00745, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 10:33:00,28-JUN-2016 14:46:16, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
167,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013065397,110013065397.000000000000000,PRASA GUZMAN ARRIBA,PR-186 KM 14.4, ,RIO GRANDE,RIO GRANDE,72119,PR,PUERTO RICO,UNITED STATES,00745, , , , ,0,0.000000000000000,0,2,STATIONARY, ,30-OCT-2002 18:38:41,19-MAY-2015 00:01:30, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
168,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013065299,110013065299.000000000000000,PRASA JIMENEZ WTP,PR-186 KM 2.5, ,RIO GRANDE,RIO GRANDE,72119,PR,PUERTO RICO,UNITED STATES,00721, , , , ,0,0.000000000000000,0,2,STATIONARY, ,30-OCT-2002 18:38:40,19-MAY-2015 00:01:44, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
169,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013065226,110013065226.000000000000000,PRASA ZARZAL,PR-3 PR-955 KM 3.5, ,RIO GRANDE,RIO GRANDE,72119,PR,PUERTO RICO,UNITED STATES,00721, , , , ,0,0.000000000000000,0,2,STATIONARY, ,30-OCT-2002 18:38:39,19-MAY-2015 11:06:32, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
170,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050249664,110050249664.000000000000000,EL ROSARIO - EL ROSARIO I,PR-348 KM. 0.1, ,SAN GERMAN,SAN GERMAN,72125,PR,PUERTO RICO,UNITED STATES,00683, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:49:22,28-JUN-2016 16:54:50, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
171,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050249842,110050249842.000000000000000,EL ROSARIO - POZO EL ROSARIO III,PR-348 KM 0.1, ,SAN GERMAN,SAN GERMAN,72125,PR,PUERTO RICO,UNITED STATES,00683, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:49:24,28-JUN-2016 15:21:18, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
172,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010613443,110010613443.000000000000000,PERICHE,"CARR. 361 KM. 7.5 INT., BO CAIN ALTO", ,SAN GERMAN,SAN GERMAN,72125,PR,PUERTO RICO,UNITED STATES,00683, , , , ,98,721258401002000.000000000000000,21010003,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 01:11:57, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,18.128577000000000,-67.020172000000002,FRS,ADDRESS MATCHING-HOUSE NUMBER,150, ,NAD83, ,-67.020172000000002,18.128577000000000
173,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110017893485,110017893485.000000000000000,ACUEDUCTO COMUNIDAD EDEM - ESPINO WARD,STATE ROAD 7740 KM. 3.9 INT., ,SAN LORENZO,SAN LORENZO,72129,PR,PUERTO RICO,UNITED STATES,00754, , , , ,0,0.000000000000000,0,2,WATER SYSTEM, ,13-AUG-2004 12:49:14,19-MAY-2015 00:40:11, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
174,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010785597,110010785597.000000000000000,ESPINO,FCA NICOLAS MOYET CARR 181 KM 15.3 BO ESPINO, ,SAN LORENZO,SAN LORENZO,72129,PR,PUERTO RICO,UNITED STATES,00754, , , , ,0,0.000000000000000,0,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 04:56:32, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
175,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110012957960,110012957960.000000000000000,PRASA ESPINO WTP,PR-183 R-745 KM 5.2 BO. ESPINO, ,SAN LORENZO,SAN LORENZO,72129,PR,PUERTO RICO,UNITED STATES,00754, , , , ,0,0.000000000000000,0,2,STATIONARY, ,30-OCT-2002 18:14:16,19-MAY-2015 01:56:05, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
176,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013064735,110013064735.000000000000000,PRASA QUEBRADA ARENAS WTP,PR-183 R-916 KM 2.1, ,SAN LORENZO,SAN LORENZO,72129,PR,PUERTO RICO,UNITED STATES,00754, , , , ,0,0.000000000000000,0,2,STATIONARY, ,30-OCT-2002 18:38:33,28-JUN-2016 15:15:08, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
177,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013064717,110013064717.000000000000000,PRASA QUEBRADA HONDA,PR-181 KM 10.3, ,SAN LORENZO,SAN LORENZO,72129,PR,PUERTO RICO,UNITED STATES,00754, , , , ,0,0.000000000000000,0,2,STATIONARY, ,30-OCT-2002 18:38:33,28-JUN-2016 15:15:07, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
178,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050320176,110050320176.000000000000000,ACUD. RURAL GUACIO - ACUD. RURAL GUACIO INC.,PR-119 KM 42.1 INT,BO. GUACIO,SAN SEBASTIAN,SAN SEBASTIAN,72131,PR,PUERTO RICO,UNITED STATES,00685, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 19:04:52,28-JUN-2016 15:22:07, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
179,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110049997679,110049997679.000000000000000,SAN SEBASTIAN-CULEBRINAS RIVER,PR-449 TO THE END, ,SAN SEBASTIAN,SAN SEBASTIAN, ,PR,PUERTO RICO,US,00685, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 17:53:57,28-JUN-2016 17:30:00, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
180,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009814870,110009814870.000000000000000,SAN SEBASTIÁN FILTRATION PLANT,PR-449 (END), ,SAN SEBASTIAN,SAN SEBASTIAN,72131,PR,PUERTO RICO,UNITED STATES,00685, , , , ,98,721319592002000.000000000000000,21010003,2,STATIONARY, ,01-MAR-2000 00:00:00,11-JAN-2016 07:17:01, ,"ICIS, NPDES, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, ICIS-NPDES NON-MAJOR",0, ,4941,WATER SUPPLY,18.321919000000001,-66.977416000000005,ICIS,INTERPOLATION-MAP,100,CENTER OF A FACILITY OR STATION,NAD83, ,-66.977416000000005,18.321919000000001
181,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048465898,110048465898.000000000000000,SANTA ISABEL URBANO - ESMERALDA 2,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:36,28-JUN-2016 11:34:14, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
182,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048467011,110048467011.000000000000000,SANTA ISABEL URBANO - PASO SECO 1,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:41,28-JUN-2016 15:00:37, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
183,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048467280,110048467280.000000000000000,SANTA ISABEL URBANO - PASO SECO 2,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:42,28-JUN-2016 17:12:07, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
184,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048466049,110048466049.000000000000000,SANTA ISABEL URBANO - PASO SECO 3,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:37,28-JUN-2016 17:29:01, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
185,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048562211,110048562211.000000000000000,SANTA ISABEL URBANO - PASO SECO 4,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:59:12,28-JUN-2016 14:04:44, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
186,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048466334,110048466334.000000000000000,SANTA ISABEL URBANO - PASO SECO 5,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:38,28-JUN-2016 14:46:26, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
187,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048465736,110048465736.000000000000000,SANTA ISABEL URBANO - PASO SECO 6,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:35,28-JUN-2016 12:53:54, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
188,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110049494356,110049494356.000000000000000,SANTA ISABEL URBANO - SANTIAGO APOSTOL,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 15:47:48,28-JUN-2016 14:58:40, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
189,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048466655,110048466655.000000000000000,SANTA ISABEL URBANO - VALLE COSTERO,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:40,28-JUN-2016 17:29:01, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
190,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007810538,110007810538.000000000000000,LA PLATA TOA ALTA FILTRATION PLANT (ENRIQUE ORTEGA),PR-827 KM 7.0, ,TOA ALTA,TOA ALTA,72135,PR,PUERTO RICO,UNITED STATES,00953, , , , ,98,721355105023000.000000000000000,21010005,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 23:12:28, ,"ICIS, NCDB, RCRAINFO, SFDW","COMMUNITY WATER SYSTEM, COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION, UNSPECIFIED UNIVERSE",0, ,4952,SEWERAGE SYSTEMS,18.352778000000001,-66.224999999999994,FRS,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA ON),50,STORAGE TANK,NAD83, ,-66.224999999999994,18.352778000000001
191,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052120619,110052120619.000000000000000,LA VIRGENCITA WATER SYSTEM,RAMAL 165 HM 6, ,TOA ALTA,TOA ALTA, ,PR,PUERTO RICO,UNITED STATES,00949, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 10:11:28,28-JUN-2016 14:46:59, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
192,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010613951,110010613951.000000000000000,ACUEDUCTO COMUNAL (NON PRASA),"PR-603 (END), BO. RONCADOR", ,UTUADO,UTUADO,72141,PR,PUERTO RICO,UNITED STATES,006419733, , , , ,98,721419572002000.000000000000000,21010002,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 05:30:19, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,18.251429000000002,-66.735676999999995,FRS,ADDRESS MATCHING-HOUSE NUMBER,150, ,NAD83, ,-66.735676999999995,18.251429000000002
193,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010763389,110010763389.000000000000000,ACUEDUCTO LA GRAMA,613 KM 7.1, ,UTUADO,UTUADO,72141,PR,PUERTO RICO,UNITED STATES,00641, , , , ,98,721419569003000.000000000000000,21010002,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 05:44:47, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,18.271142999999999,-66.619112999999999,REGION02,ADDRESS MATCHING-NEAREST INTERSECTION,1000,PLANT ENTRANCE (GENERAL),NAD83, ,-66.619112999999999,18.271142999999999
194,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010613880,110010613880.000000000000000,EL VERDE,PR-111 KM 55.0 BO SALTO ABAJO, ,UTUADO,UTUADO,72141,PR,PUERTO RICO,UNITED STATES,006419733, , , , ,0,0.000000000000000,0,2,STATIONARY, ,01-MAR-2000 00:00:00,28-JUN-2016 15:15:54, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
195,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010606040,110010606040.000000000000000,HACIENDA RULLAN COMMUNITY,STATE RD 613 KM 86 BO TETUAN 2, ,UTUADO,UTUADO,72141,PR,PUERTO RICO,UNITED STATES,00641, , , , ,0,0.000000000000000,0,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 05:08:12, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
196,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010763726,110010763726.000000000000000,LA CONCHITA COMMUNITY,"RD 10, KM 52.5, BO. SALTO ARRIBA", ,UTUADO,UTUADO,72141,PR,PUERTO RICO,UNITED STATES,00641, , , , ,98,720133019004000.000000000000000,21010002,2,STATIONARY, ,01-MAR-2000 00:00:00,19-MAY-2015 05:45:24, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION",0, ,4941,WATER SUPPLY,18.330864999999999,-66.679328999999996,REGION02,INTERPOLATION - DIGITAL MAP SRCE (TIGER),1000, ,NAD83, ,-66.679328999999996,18.330864999999999
197,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048635018,110048635018.000000000000000,MAMEYES ABAJO - LIMON RIVER,PR-140 KM 19.2 INT, ,UTUADO,UTUADO,72141,PR,PUERTO RICO,UNITED STATES,00641, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:07:05,28-JUN-2016 14:59:41, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
198,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048921066,110048921066.000000000000000,ALMIRANTE NORTE WTP,PR-160 KM 4.0, ,VEGA BAJA,VEGA BAJA,72145,PR,PUERTO RICO,UNITED STATES,00693, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:29:59,28-JUN-2016 17:30:02, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
199,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013197548,110013197548.000000000000000,PRASA ALMIRANTE SUR,PR-545 KM 5.9, ,VEGA BAJA,VEGA BAJA,72145,PR,PUERTO RICO,UNITED STATES,00693, , , , ,0,0.000000000000000,0,2,STATIONARY, ,31-OCT-2002 10:25:47,28-JUN-2016 17:30:25, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
