FID,FRS_FACILI,REGISTRY_I,PRIMARY_NA,LOCATION_A,SUPPLEMENT,CITY_NAME,COUNTY_NAM,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NA,POSTAL_COD,FEDERAL_FA,FEDERAL_AG,TRIBAL_LAN,TRIBAL_L_1,CONGRESSIO,CENSUS_BLO,HUC_CODE,EPA_REGION,SITE_TYPE_,LOCATION_D,CREATE_DAT,UPDATE_DAT,US_MEXICO_,PGM_SYS_AC,INTEREST_T,NAICS_CODE,NAICS_CO_1,SIC_CODES,SIC_CODE_D,LATITUDE83,LONGITUDE8,CONVEYOR,COLLECT_DE,ACCURACY_V,REF_POINT_,HDATUM_DES,SOURCE_DES,POINT_X,POINT_Y
0,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050512021,110050512021.000000000000000,JOHNSON & JOHNSON - JOHNSON & JOHNSON,-, ,-,-, ,PR,PUERTO RICO,UNITED STATES,00000, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 19:52:24,02-FEB-2015 23:03:33, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
1,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048880083,110048880083.000000000000000,ADJUNTAS URBANO - RIO GARZAS,PR-10 R518 HM 1, ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:27:06,28-JUN-2016 16:56:21, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
2,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048879576,110048879576.000000000000000,ADJUNTAS URBANO - RIO OLIMPIA,PR-10 R518 HM 1, ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:27:04,28-JUN-2016 15:22:07, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
3,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052483273,110052483273.000000000000000,ASOCIACION ACUEDUCTO REVENTON - REVENTON,PR-388 KM 3.1 BO SALTILLO,SECTOR REVENTON,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,98,721117302001000.000000000000000,21010004,2,STATIONARY, ,27-OCT-2012 11:42:07,08-OCT-2016 10:23:46, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,18.101396999999999,-66.723872000000000,REGION02,ADDRESS MATCHING-NEAREST INTERSECTION,1000,PLANT ENTRANCE (GENERAL),NAD83, ,-66.723872000000000,18.101396999999999
4,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052483111,110052483111.000000000000000,GARZAS JUNCOS - GARZAS JUNCOS,PR-518 (AL LADO DE ESCUELAS),KM. 8.7 BO. GARZAS JUNCOS,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 11:42:04,28-JUN-2016 15:22:05, ,SFDW,"COMMUNITY WATER SYSTEM, WATER TREATMENT PLANT",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
5,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050320540,110050320540.000000000000000,GUILARTE HELECHALES - GUILARTE,PR-131 KM 2.11 INT,(CAMINO AL LADO DE ESCUELA),ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 19:04:57,28-JUN-2016 16:56:18, ,SFDW,"COMMUNITY WATER SYSTEM, WATER TREATMENT PLANT",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
6,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110018922479,110018922479.000000000000000,JOSE B. BARCELO VOCATIONAL SCHOOL,PR-518 KM 1.1 BO SALTILLO, ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,98,720019565001000.000000000000000,21010002,2,STATIONARY, ,16-NOV-2004 15:19:33,28-FEB-2016 11:05:16, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY",0, , , ,18.145441000000002,-66.759135999999998,REGION02,INTERPOLATION - DIGITAL MAP SRCE (TIGER),1000, ,NAD83, ,-66.759135999999998,18.145441000000002
7,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052483175,110052483175.000000000000000,JUAN GONZALEZ - JUAN GONZALEZ,PR-523 KM 1.5,BO.JUAN GONZALEZ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 11:42:05,28-JUN-2016 15:22:05, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
8,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110049794095,110049794095.000000000000000,LAS CRUCES - LAS CRUCES,PR-524 BO PELLEJAS,SECTOR LAS CRUCES,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 17:03:43,28-JUN-2016 17:10:22, ,SFDW,"COMMUNITY WATER SYSTEM, WATER TREATMENT PLANT",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
9,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010605489,110010605489.000000000000000,PALOMO Y CRUCEROS COMMUNITY,PR-131 KM 8.0, ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,01-MAR-2000 00:00:00,28-JUN-2016 15:22:04, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
10,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010711033,110010711033.000000000000000,PRASA - GUILARTE WTP,PR-131 KM 2.5, ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,98,720019563002000.000000000000000,21010003,2,STATIONARY, ,01-MAR-2000 00:00:00,08-OCT-2016 10:24:04, ,"ICIS, NPDES, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, ICIS-NPDES NON-MAJOR",0, ,4941,WATER SUPPLY,18.185338000000002,-66.766951000000006,FRS,ADDRESS MATCHING-HOUSE NUMBER,150, ,NAD83, ,-66.766951000000006,18.185338000000002
11,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048750687,110048750687.000000000000000,SALTILLO VACA - SALTILLO VACAS,PR-10 R518 KM.5, ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:17:33,28-JUN-2016 16:56:20, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
12,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050320737,110050320737.000000000000000,SECTOR LOS HERNANDEZ - GUILARTE I,PR-131 KM 1.5,BO.GUILARTE,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 19:05:00,28-JUN-2016 11:49:08, ,SFDW,"COMMUNITY WATER SYSTEM, WATER TREATMENT PLANT",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
13,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048750865,110048750865.000000000000000,TANAMA - TANAMA RIVER,PR-526 KM 7.1, ,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:17:34,28-JUN-2016 17:26:21, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
14,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052482522,110052482522.000000000000000,TANAMA COMUNAL - TANAMA COMUNAL,PR-526 KM.6.4,BO.TANAMA,ADJUNTAS,ADJUNTAS,72001,PR,PUERTO RICO,UNITED STATES,00601, , , , ,98,720019563002000.000000000000000,21010002,2,STATIONARY, ,27-OCT-2012 11:41:57,28-JUN-2016 14:53:04, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,18.213481999999999,-66.745823999999999,REGION02,INTERPOLATION - DIGITAL MAP SRCE (TIGER),1000, ,NAD83, ,-66.745823999999999,18.213481999999999
15,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050562994,110050562994.000000000000000,COM. AISLADA EN DESARROLLO-COM. AISLADA DESARROLLO,PR-417 KM 7.7,BO. CERRO GORDO,AGUADA,AGUADA, ,PR,PUERTO RICO,US,00602, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 20:04:05,28-JUN-2016 12:49:10, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
16,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052180322,110052180322.000000000000000,COMUNIDAD GAVINO NEGRON-CERRO GORDO,PR-2 KM 139.2 INT. 419,BO.CERRO GORDO,AGUADA,AGUADA, ,PR,PUERTO RICO,US,00602, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 10:27:25,28-JUN-2016 17:30:30, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
17,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050563190,110050563190.000000000000000,PROYECTO AGUAS-PROYECTO AGUAS,PR-2 KM 137.5,BO. LAGUNAS,AGUADA,AGUADA, ,PR,PUERTO RICO,US,00602, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 20:04:09,28-JUN-2016 13:49:32, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
18,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050513048,110050513048.000000000000000,QUEBRADA LARGA-QUEBRADA LARGA,PR-2 KM 139.5 RAMAL 191,SECTOR QUEBRADA LARGA,AGUADA,AGUADA, ,PR,PUERTO RICO,US,00602, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 19:52:36,28-JUN-2016 15:00:27, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
19,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050039944,110050039944.000000000000000,AGUADILLA - AGUADILLA CHANNEL (MAIN),PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:04:04,28-JUN-2016 12:48:25, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
20,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065861,110050065861.000000000000000,AGUADILLA - ATALAYA WATER SYSTEM,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:38,28-JUN-2016 14:59:09, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
21,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065567,110050065567.000000000000000,AGUADILLA - CLOTILDE CHAPARRO,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:34,28-JUN-2016 11:47:30, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
22,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065362,110050065362.000000000000000,AGUADILLA - CULEBRINAS RIVER,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:31,28-JUN-2016 13:45:45, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
23,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065745,110050065745.000000000000000,AGUADILLA - FEY ALERS (LAGUNA),PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:36,28-JUN-2016 11:47:30, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
24,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065610,110050065610.000000000000000,AGUADILLA - GILBERTO HERNANDEZ (MARIA 2),PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:34,28-JUN-2016 15:22:04, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
25,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050039908,110050039908.000000000000000,AGUADILLA - GUANABANO,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:04:03,28-JUN-2016 14:52:32, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
26,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065415,110050065415.000000000000000,AGUADILLA - MOCA CHANNEL,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:32,28-JUN-2016 11:47:30, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
27,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050066101,110050066101.000000000000000,AGUADILLA - NARANJO SEGUI 2,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:40,28-JUN-2016 14:58:21, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
28,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065914,110050065914.000000000000000,AGUADILLA - PUENTE WATER SYSTEM,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:38,28-JUN-2016 14:58:20, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
29,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065807,110050065807.000000000000000,AGUADILLA - PUNTAS (RICON III),PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:37,28-JUN-2016 12:48:25, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
30,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065978,110050065978.000000000000000,AGUADILLA - RINCON II (CRUCES),PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:39,28-JUN-2016 14:58:21, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
31,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065692,110050065692.000000000000000,AGUADILLA - RIO GRANDE II,PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:36,28-JUN-2016 13:45:45, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
32,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050065665,110050065665.000000000000000,AGUADILLA - SANTIAGO CORTEZ (MARIA 3),PR-459 KM 0.3, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00647, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:09:35,28-JUN-2016 16:56:17, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
33,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048429492,110048429492.000000000000000,JARDIN DEL ATLANTICO,100 OPALO JARDIN DEL ATLANTICO, ,AGUADILLA,AGUADILLA, ,PR,PUERTO RICO,UNITED STATES,00603, , , , ,0,0.000000000000000,0,2,WATER SYSTEM, ,26-OCT-2012 13:44:57,18-MAY-2015 12:41:17, ,SFDW,COMMUNITY WATER SYSTEM,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
34,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050388843,110050388843.000000000000000,COM. RIVERA - COM. RIVERA INC.,PR-156 KM 45.2 INT,BO. MULAS SECT. LA RAMBLA,AGUAS BUENAS,AGUAS BUENAS,72007,PR,PUERTO RICO,UNITED STATES,00703, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 19:20:43,28-JUN-2016 12:48:59, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
35,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052062664,110052062664.000000000000000,ALGARROBO NUEVO - ALGARROBO,CARR 717 KM. 6.1 INT,BO. ALGARROBO,AIBONITO,AIBONITO,72009,PR,PUERTO RICO,UNITED STATES,00705, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 09:48:32,28-JUN-2016 13:45:53, ,SFDW,"COMMUNITY WATER SYSTEM, WATER TREATMENT PLANT",0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
36,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050168251,110050168251.000000000000000,CUYON - BAUZA WELL NO. 1,CARR 1 KM 69.1, ,AIBONITO,AIBONITO, ,PR,PUERTO RICO,UNITED STATES,00653, , , , ,98,720092505001000.000000000000000,21010005,2,STATIONARY, ,26-OCT-2012 18:32:07,28-JUN-2016 14:59:10, ,SFDW,WATER TREATMENT PLANT,0, , , ,18.141850000000002,-66.261349999999993,FRS-GEOCODE,ADDRESS MATCHING-BLOCK FACE,500,ENTRANCE POINT OF A FACILITY OR STATION,NAD83, ,-66.261349999999993,18.141850000000002
37,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110024280320,110024280320.000000000000000,NATIVE CHEMICALS,PR-718 KM 0.9 BO PASTO SECTOR CARDIN, ,AIBONITO,AIBONITO,72009,PR,PUERTO RICO,UNITED STATES,00705, , , , ,98,720092506002000.000000000000000,21010005,2,STATIONARY, ,19-JAN-2006 16:00:41,08-OCT-2016 10:23:38, ,"ICIS, NCDB, NPDES, SFDW, SSTS","COMMUNITY WATER SYSTEM, COMPLIANCE ACTIVITY, ENFORCEMENT/COMPLIANCE ACTIVITY, ICIS-NPDES NON-MAJOR, PESTICIDE PRODUCER",0, ,"3471, 4941","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING, WATER SUPPLY",18.119312000000001,-66.270567000000000,REGION02,INTERPOLATION - DIGITAL MAP SRCE (TIGER),1000, ,NAD83, ,-66.270567000000000,18.119312000000001
38,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013067723,110013067723.000000000000000,PRASA ALGARROBO SYS,PR-717 KM 6.2, ,AIBONITO,AIBONITO,72009,PR,PUERTO RICO,UNITED STATES,00705, , , , ,98,720092506002000.000000000000000,21010004,2,STATIONARY, ,30-OCT-2002 18:39:10,18-MAY-2015 23:56:31, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, FORMAL ENFORCEMENT ACTION, NON-TRANSIENT NON-COMMUNITY WATER SYSTEM",0, , , ,18.103210000000001,-66.275589999999994,REGION02,ADDRESS MATCHING-NEAREST INTERSECTION,1000,PLANT ENTRANCE (GENERAL),NAD83, ,-66.275589999999994,18.103210000000001
39,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013722418,110013722418.000000000000000,ARECIBO URBANO (PRASA),PR-636 KM 1.3 INT, ,ARECIBO,ARECIBO,72013,PR,PUERTO RICO,UNITED STATES,00612, , , , ,98,720133016004000.000000000000000,21010002,2,STATIONARY, ,21-FEB-2003 09:23:06,08-OCT-2016 10:23:25, ,"ICIS, NPDES, RCRAINFO, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, ICIS-NPDES NON-MAJOR, UNSPECIFIED UNIVERSE, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,18.411359000000001,-66.713802000000001,ICIS,INTERPOLATION-MAP,300,CENTER OF A FACILITY OR STATION,NAD83, ,-66.713802000000001,18.411359000000001
40,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052272580,110052272580.000000000000000,GLOBAL COMMODITY GROUP - UP JOHN COMPANY,CARR 2 KM 60.0,BO. SABANA HOYOS,ARECIBO,ARECIBO,72013,PR,PUERTO RICO,UNITED STATES,00612, , , , ,98,720133008004000.000000000000000,21010002,2,STATIONARY, ,27-OCT-2012 10:49:30,28-JUN-2016 12:48:56, ,SFDW,WATER TREATMENT PLANT,0, , , ,18.469010000000001,-66.747940000000000,FRS-GEOCODE,ADDRESS MATCHING-BLOCK FACE,500,ENTRANCE POINT OF A FACILITY OR STATION,NAD83, ,-66.747940000000000,18.469010000000001
41,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013211336,110013211336.000000000000000,PRASA ESPERANZA,PR-635 KM 5.8 INT., ,ARECIBO,ARECIBO,72013,PR,PUERTO RICO,UNITED STATES,00612, , , , ,98,720133018002000.000000000000000,21010002,2,STATIONARY, ,31-OCT-2002 11:36:20,28-JUN-2016 17:29:47, ,"ICIS, NPDES, SFDW","COMMUNITY WATER SYSTEM, FORMAL ENFORCEMENT ACTION, ICIS-NPDES NON-MAJOR, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,18.387115999999999,-66.748446000000001,FRS,ADDRESS MATCHING-HOUSE NUMBER,150, ,NAD83, ,-66.748446000000001,18.387115999999999
42,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013211372,110013211372.000000000000000,PRASA MIRAFLORES,PR-637 KM 0.7, ,ARECIBO,ARECIBO,72013,PR,PUERTO RICO,UNITED STATES,00612, , , , ,0,0.000000000000000,0,2,STATIONARY, ,31-OCT-2002 11:36:21,28-JUN-2016 17:26:21, ,"ICIS, SFDW","COMMUNITY WATER SYSTEM, ENFORCEMENT/COMPLIANCE ACTIVITY, WATER TREATMENT PLANT",0, ,4941,WATER SUPPLY,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
43,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048666500,110048666500.000000000000000,BARCELONETA URBANO - DAVILA I,PR-140 KM 38.5 INT, ,BARCELONETA,BARCELONETA,72017,PR,PUERTO RICO,UNITED STATES,00617, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:10:12,28-JUN-2016 17:30:29, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
44,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048152388,110048152388.000000000000000,BARCELONETA URBANO - FORTUNA,PR-140 KM 38.5 INT, ,BARCELONETA,BARCELONETA,72017,PR,PUERTO RICO,UNITED STATES,00617, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:18:11,28-JUN-2016 17:30:29, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,0.000000000000000,0.000000000000000
